Customer_ID,Customer_Name,Gender,Age_Group,Country,Customer_Segment
C0591,Customer 591,Male,46+,USA,Premium
C0592,Customer 592,Male,46+,USA,New
C0593,Customer 593,Female,26-35,UAE,Regular
C0594,Customer 594,Male,26-35,UAE,Premium
C0595,Customer 595,Male,26-35,India,New
C0596,Customer 596,Female,26-35,Australia,Premium
C0597,Customer 597,Female,46+,USA,Premium
C0598,Customer 598,Male,18-25,USA,Premium
C0599,Customer 599,Female,26-35,UAE,Premium
C0600,Customer 600,Male,36-45,UK,Regular
C0601,Customer 601,Male,26-35,Australia,Regular
C0602,Customer 602,Female,18-25,UK,Premium
C0603,Customer 603,Female,26-35,Australia,Regular
C0604,Customer 604,Male,26-35,Germany,Regular
C0605,Customer 605,Male,46+,UK,New
C0606,Customer 606,Male,18-25,UK,Regular
C0607,Customer 607,Male,18-25,UK,New
C0608,Customer 608,Male,46+,India,Regular
C0609,Customer 609,Female,36-45,UAE,New
C0610,Customer 610,Male,26-35,USA,Regular
C0611,Customer 611,Male,36-45,India,Regular
C0612,Customer 612,Male,18-25,UK,Regular
C0613,Customer 613,Male,36-45,India,New
C0614,Customer 614,Female,46+,Germany,New
C0615,Customer 615,Female,26-35,India,New
C0616,Customer 616,Female,18-25,Australia,Regular
C0617,Customer 617,Male,18-25,USA,Regular
C0618,Customer 618,Female,18-25,India,Regular
C0619,Customer 619,Male,46+,Australia,New
C0620,Customer 620,Female,36-45,India,Regular
C0621,Customer 621,Male,36-45,USA,Regular
C0622,Customer 622,Male,36-45,India,Regular
C0623,Customer 623,Female,36-45,USA,Premium
C0624,Customer 624,Male,26-35,India,Regular
C0625,Customer 625,Female,18-25,UK,New
C0626,Customer 626,Male,18-25,UAE,Regular
C0627,Customer 627,Male,36-45,Germany,Regular
C0628,Customer 628,Male,26-35,Australia,Regular
C0629,Customer 629,Male,18-25,India,Premium
C0630,Customer 630,Male,46+,Australia,New
C0631,Customer 631,Male,18-25,USA,Regular
C0632,Customer 632,Female,18-25,Germany,New
C0633,Customer 633,Male,36-45,UAE,Regular
C0634,Customer 634,Male,26-35,USA,Premium
C0635,Customer 635,Male,26-35,India,New
C0636,Customer 636,Male,18-25,USA,Regular
C0637,Customer 637,Male,36-45,UK,Regular
C0638,Customer 638,Female,26-35,India,New
C0639,Customer 639,Female,46+,India,Regular
C0640,Customer 640,Male,26-35,Australia,New
C0641,Customer 641,Male,26-35,UK,Regular
C0642,Customer 642,Male,26-35,USA,Regular
C0643,Customer 643,Male,18-25,Germany,Regular
C0644,Customer 644,Female,18-25,UAE,New
C0645,Customer 645,Male,18-25,UK,Regular
C0646,Customer 646,Male,36-45,UAE,Regular
C0647,Customer 647,Female,46+,USA,New
C0648,Customer 648,Female,18-25,Australia,Regular
C0649,Customer 649,Male,46+,Germany,Regular
C0650,Customer 650,Female,18-25,India,Premium
C0651,Customer 651,Female,26-35,USA,Premium
C0652,Customer 652,Female,26-35,Germany,New
C0653,Customer 653,Male,46+,Australia,Regular
C0654,Customer 654,Female,46+,Germany,Regular
C0655,Customer 655,Male,36-45,Australia,Premium
C0656,Customer 656,Female,36-45,India,Regular
C0657,Customer 657,Male,18-25,Germany,Regular
C0658,Customer 658,Female,46+,USA,Regular
C0659,Customer 659,Male,18-25,UK,Regular
C0660,Customer 660,Female,18-25,UK,Regular
C0661,Customer 661,Female,26-35,Australia,Regular
C0662,Customer 662,Female,26-35,India,Premium
C0663,Customer 663,Male,46+,USA,New
C0664,Customer 664,Female,26-35,UK,Regular
C0665,Customer 665,Female,46+,UK,New
C0666,Customer 666,Male,26-35,Germany,Regular
C0667,Customer 667,Male,26-35,India,Regular
C0668,Customer 668,Female,36-45,Australia,Premium
C0669,Customer 669,Male,46+,USA,Regular
C0670,Customer 670,Female,46+,India,Premium
C0671,Customer 671,Female,46+,UK,Regular
C0672,Customer 672,Female,36-45,Australia,Premium
C0673,Customer 673,Female,18-25,Australia,Regular
C0674,Customer 674,Female,18-25,India,Regular
C0675,Customer 675,Male,46+,Germany,Premium
C0676,Customer 676,Male,46+,India,Regular
C0677,Customer 677,Female,26-35,India,Premium
C0678,Customer 678,Female,26-35,USA,Premium
C0679,Customer 679,Male,46+,USA,Regular
C0680,Customer 680,Female,26-35,UK,Regular
C0681,Customer 681,Male,46+,UAE,Regular
C0682,Customer 682,Male,46+,Germany,Premium
C0683,Customer 683,Female,36-45,UK,Premium
C0684,Customer 684,Female,18-25,UAE,New
C0685,Customer 685,Male,26-35,UAE,Regular
C0686,Customer 686,Male,26-35,UK,Premium
C0687,Customer 687,Male,36-45,India,Regular
C0688,Customer 688,Female,36-45,Australia,Regular
C0689,Customer 689,Female,46+,USA,New
C0690,Customer 690,Female,46+,India,Regular
C0691,Customer 691,Female,46+,UK,Regular
C0692,Customer 692,Female,36-45,India,Regular
C0693,Customer 693,Female,46+,Australia,New
C0694,Customer 694,Female,18-25,USA,New
C0695,Customer 695,Female,46+,India,Regular
C0696,Customer 696,Female,46+,UAE,Regular
C0697,Customer 697,Male,36-45,Germany,Premium
C0698,Customer 698,Male,36-45,UK,Regular
C0699,Customer 699,Female,36-45,USA,Regular
C0700,Customer 700,Male,46+,Australia,Premium
C0701,Customer 701,Female,26-35,Australia,New
C0702,Customer 702,Male,46+,Germany,New
C0703,Customer 703,Female,46+,Germany,Premium
C0704,Customer 704,Female,36-45,USA,Regular
C0705,Customer 705,Male,46+,Australia,Regular
C0706,Customer 706,Female,26-35,USA,Premium
C0707,Customer 707,Male,46+,India,Regular
C0708,Customer 708,Male,46+,Germany,Regular
C0709,Customer 709,Female,26-35,USA,New
C0710,Customer 710,Male,18-25,UK,New
C0711,Customer 711,Female,36-45,USA,Premium
C0712,Customer 712,Female,36-45,Australia,Regular
C0713,Customer 713,Female,26-35,USA,New
C0714,Customer 714,Female,18-25,UK,Regular
C0715,Customer 715,Male,18-25,UK,New
C0716,Customer 716,Female,26-35,Germany,New
C0717,Customer 717,Male,46+,UAE,Regular
C0718,Customer 718,Male,18-25,UAE,Regular
C0719,Customer 719,Male,46+,USA,Premium
C0720,Customer 720,Female,36-45,UAE,Regular
C0721,Customer 721,Male,26-35,UK,Regular
C0722,Customer 722,Male,26-35,USA,Premium
C0723,Customer 723,Female,46+,UK,New
C0724,Customer 724,Female,18-25,UAE,New
C0725,Customer 725,Female,46+,USA,New
C0726,Customer 726,Male,36-45,UAE,Regular
C0727,Customer 727,Female,18-25,Australia,Regular
C0728,Customer 728,Male,46+,Germany,Regular
C0729,Customer 729,Female,26-35,UK,Premium
C0730,Customer 730,Male,46+,USA,Regular
C0731,Customer 731,Male,18-25,Australia,Regular
C0732,Customer 732,Male,46+,USA,Premium
C0733,Customer 733,Male,36-45,USA,Regular
C0734,Customer 734,Female,18-25,Australia,Regular
C0735,Customer 735,Male,18-25,UK,Regular
C0736,Customer 736,Male,36-45,UAE,New
C0737,Customer 737,Male,36-45,UK,Regular
C0738,Customer 738,Male,26-35,Australia,Regular
C0739,Customer 739,Male,46+,India,Regular
C0740,Customer 740,Male,36-45,Germany,Regular
C0741,Customer 741,Male,36-45,UK,Regular
C0742,Customer 742,Male,18-25,UAE,Regular
C0743,Customer 743,Female,26-35,UK,Regular
C0744,Customer 744,Male,26-35,Australia,Regular
C0745,Customer 745,Female,46+,USA,Regular
C0746,Customer 746,Female,26-35,USA,Premium
C0747,Customer 747,Male,46+,India,New
C0748,Customer 748,Male,46+,India,New
C0749,Customer 749,Male,36-45,UK,New
C0750,Customer 750,Female,46+,Australia,Regular
C0751,Customer 751,Male,26-35,USA,Premium
C0752,Customer 752,Female,18-25,India,Premium
C0753,Customer 753,Male,26-35,Germany,Regular
C0754,Customer 754,Female,18-25,UAE,Regular
C0755,Customer 755,Male,46+,USA,Regular
C0756,Customer 756,Male,46+,Australia,Regular
C0757,Customer 757,Male,18-25,Germany,Premium
C0758,Customer 758,Male,26-35,USA,Regular
C0759,Customer 759,Male,18-25,USA,New
C0760,Customer 760,Male,18-25,India,New
C0761,Customer 761,Female,26-35,USA,Regular
C0762,Customer 762,Male,46+,UK,Regular
C0763,Customer 763,Female,18-25,Germany,New
C0764,Customer 764,Male,18-25,USA,Regular
C0765,Customer 765,Male,36-45,India,New
C0766,Customer 766,Female,18-25,India,Regular
C0767,Customer 767,Male,18-25,Australia,Premium
C0768,Customer 768,Female,46+,Germany,New
C0769,Customer 769,Male,18-25,USA,Regular
C0770,Customer 770,Female,26-35,India,Premium
C0771,Customer 771,Male,46+,India,Regular
C0772,Customer 772,Male,36-45,Australia,Regular
C0773,Customer 773,Male,18-25,India,New
C0774,Customer 774,Female,36-45,UK,Regular
C0775,Customer 775,Female,26-35,India,New
C0776,Customer 776,Male,18-25,Australia,New
C0777,Customer 777,Male,46+,Germany,Regular
C0778,Customer 778,Male,18-25,India,Premium
C0779,Customer 779,Male,26-35,Germany,Premium
C0780,Customer 780,Male,26-35,UAE,Premium
C0781,Customer 781,Female,36-45,Australia,Premium
C0782,Customer 782,Female,36-45,India,New
C0783,Customer 783,Male,26-35,Germany,Regular
C0784,Customer 784,Female,36-45,UK,New
C0785,Customer 785,Male,46+,UAE,Premium
C0786,Customer 786,Male,36-45,UK,New
C0787,Customer 787,Male,36-45,India,New
C0788,Customer 788,Male,18-25,UK,Regular
C0789,Customer 789,Female,36-45,India,Regular
C0790,Customer 790,Female,26-35,USA,Regular
C0791,Customer 791,Male,46+,UAE,Regular
C0792,Customer 792,Male,26-35,USA,Regular
C0793,Customer 793,Male,36-45,Germany,Regular
C0794,Customer 794,Male,46+,UAE,Regular
C0795,Customer 795,Female,46+,USA,Regular
C0796,Customer 796,Male,18-25,Australia,Regular
C0797,Customer 797,Female,26-35,Australia,Premium
C0798,Customer 798,Male,46+,UK,New
C0799,Customer 799,Male,18-25,India,New
C0800,Customer 800,Male,18-25,Australia,Regular
C0801,Customer 801,Female,46+,USA,Regular
C0802,Customer 802,Female,36-45,Germany,Premium
C0803,Customer 803,Male,46+,Australia,Regular
C0804,Customer 804,Female,36-45,UK,Premium
C0805,Customer 805,Male,46+,USA,Premium
C0806,Customer 806,Male,36-45,Australia,New
C0807,Customer 807,Male,26-35,India,Regular
C0808,Customer 808,Male,36-45,Australia,Premium
C0809,Customer 809,Male,26-35,Germany,Regular
C0810,Customer 810,Male,46+,UK,New
C0811,Customer 811,Male,18-25,India,Regular
C0812,Customer 812,Female,26-35,UK,Regular
C0813,Customer 813,Male,26-35,UK,Regular
C0814,Customer 814,Female,36-45,UK,Regular
C0815,Customer 815,Male,26-35,USA,New
C0816,Customer 816,Female,18-25,USA,Regular
C0817,Customer 817,Male,46+,UK,Regular
C0818,Customer 818,Female,36-45,India,New
C0819,Customer 819,Female,36-45,USA,New
C0820,Customer 820,Female,46+,Germany,Regular
C0821,Customer 821,Female,46+,India,New
C0822,Customer 822,Female,46+,USA,Regular
C0823,Customer 823,Female,46+,India,Premium
C0824,Customer 824,Male,36-45,UK,New
C0825,Customer 825,Male,36-45,UAE,Regular
C0826,Customer 826,Male,46+,Australia,New
C0827,Customer 827,Female,18-25,India,New
C0828,Customer 828,Male,26-35,UAE,Premium
C0829,Customer 829,Female,26-35,India,New
C0830,Customer 830,Female,46+,Germany,New
C0831,Customer 831,Male,18-25,Germany,Regular
C0832,Customer 832,Male,26-35,UK,Regular
C0833,Customer 833,Female,18-25,India,Regular
C0834,Customer 834,Female,46+,UK,Regular
C0835,Customer 835,Male,18-25,Australia,New
C0836,Customer 836,Male,26-35,Germany,Regular
C0837,Customer 837,Male,36-45,USA,Regular
C0838,Customer 838,Female,18-25,UK,Regular
C0839,Customer 839,Male,26-35,India,Regular
C0840,Customer 840,Male,46+,USA,Regular
C0841,Customer 841,Female,46+,USA,Premium
C0842,Customer 842,Female,36-45,UAE,Premium
C0843,Customer 843,Male,46+,India,New
C0844,Customer 844,Male,36-45,Germany,Regular
C0845,Customer 845,Female,36-45,UAE,New
C0846,Customer 846,Female,26-35,UAE,Premium
C0847,Customer 847,Male,46+,USA,Premium
C0848,Customer 848,Female,36-45,USA,Regular
C0849,Customer 849,Female,18-25,Germany,Premium
C0850,Customer 850,Female,18-25,UAE,New
C0851,Customer 851,Male,26-35,India,Regular
C0852,Customer 852,Female,46+,Germany,New
C0853,Customer 853,Female,26-35,UK,Regular
C0854,Customer 854,Male,36-45,Germany,New
C0855,Customer 855,Male,26-35,UAE,New
C0856,Customer 856,Male,26-35,USA,Regular
C0857,Customer 857,Male,46+,Germany,Regular
C0858,Customer 858,Male,26-35,Australia,Regular
C0859,Customer 859,Female,18-25,India,Regular
C0860,Customer 860,Male,18-25,UK,Regular
C0861,Customer 861,Male,26-35,Germany,New
C0862,Customer 862,Female,36-45,Australia,New
C0863,Customer 863,Male,46+,USA,Regular
C0864,Customer 864,Female,26-35,Germany,Regular
C0865,Customer 865,Female,46+,USA,New
C0866,Customer 866,Female,26-35,Germany,Premium
C0867,Customer 867,Female,18-25,Australia,Regular
C0868,Customer 868,Female,26-35,Australia,Regular
C0869,Customer 869,Male,46+,Germany,Regular
C0870,Customer 870,Male,46+,UK,Regular
C0871,Customer 871,Male,46+,India,Regular
C0872,Customer 872,Male,46+,Germany,Premium
C0873,Customer 873,Male,36-45,Australia,Premium
C0874,Customer 874,Female,46+,UK,Regular
C0875,Customer 875,Male,26-35,UK,New
C0876,Customer 876,Male,46+,UAE,New
C0877,Customer 877,Male,46+,UAE,Regular
C0878,Customer 878,Female,36-45,UK,Regular
C0879,Customer 879,Female,36-45,USA,Regular
C0880,Customer 880,Male,26-35,Germany,Premium
C0881,Customer 881,Female,26-35,Australia,Regular
C0882,Customer 882,Male,36-45,UK,New
C0883,Customer 883,Male,18-25,UAE,Regular
C0884,Customer 884,Male,26-35,India,Regular
C0885,Customer 885,Female,36-45,India,Regular
C0886,Customer 886,Male,26-35,India,New
C0887,Customer 887,Male,26-35,USA,Regular
C0888,Customer 888,Male,18-25,India,New
C0889,Customer 889,Male,26-35,USA,New
C0890,Customer 890,Male,36-45,UK,Regular
C0891,Customer 891,Female,36-45,UK,Regular
C0892,Customer 892,Male,36-45,USA,New
C0893,Customer 893,Male,18-25,Australia,Regular
C0894,Customer 894,Male,36-45,UK,Premium
C0895,Customer 895,Male,26-35,UAE,Regular
C0896,Customer 896,Male,26-35,Australia,Premium
C0897,Customer 897,Female,18-25,USA,Regular
C0898,Customer 898,Male,46+,India,Regular
C0899,Customer 899,Male,26-35,Australia,New
C0900,Customer 900,Female,26-35,UAE,Regular
C0901,Customer 901,Female,46+,USA,New
C0902,Customer 902,Male,18-25,Australia,New
C0903,Customer 903,Female,46+,UAE,Regular
C0904,Customer 904,Male,18-25,USA,Regular
C0905,Customer 905,Male,36-45,USA,Regular
C0906,Customer 906,Female,26-35,USA,Regular
C0907,Customer 907,Female,36-45,USA,New
C0908,Customer 908,Male,46+,UK,New
C0909,Customer 909,Female,46+,UK,Premium
C0910,Customer 910,Female,18-25,UAE,Regular
C0911,Customer 911,Female,18-25,UK,Regular
C0912,Customer 912,Male,26-35,Australia,Regular
C0913,Customer 913,Female,18-25,USA,Premium
C0914,Customer 914,Female,46+,UAE,Regular
C0915,Customer 915,Male,18-25,Australia,Regular
C0916,Customer 916,Female,46+,Germany,New
C0917,Customer 917,Male,46+,UK,New
C0918,Customer 918,Female,36-45,UAE,Premium
C0919,Customer 919,Female,18-25,India,Regular
C0920,Customer 920,Male,36-45,USA,Regular
C0921,Customer 921,Male,18-25,Germany,New
C0922,Customer 922,Male,36-45,Australia,Regular
C0923,Customer 923,Female,46+,UAE,New
C0924,Customer 924,Female,18-25,Australia,New
C0925,Customer 925,Male,18-25,UK,Premium
C0926,Customer 926,Male,18-25,Australia,Premium
C0927,Customer 927,Male,46+,USA,New
C0928,Customer 928,Female,46+,Australia,New
C0929,Customer 929,Male,26-35,Germany,Regular
C0930,Customer 930,Male,18-25,UK,Premium
C0931,Customer 931,Female,46+,USA,Premium
C0932,Customer 932,Female,46+,Germany,Premium
C0933,Customer 933,Male,26-35,Germany,Regular
C0934,Customer 934,Female,26-35,India,New
C0935,Customer 935,Female,26-35,UAE,Regular
C0936,Customer 936,Male,36-45,Australia,Regular
C0937,Customer 937,Female,18-25,India,New
C0938,Customer 938,Female,18-25,UK,Premium
C0939,Customer 939,Male,36-45,USA,Regular
C0940,Customer 940,Female,36-45,UK,Premium
C0941,Customer 941,Female,46+,Germany,Regular
C0942,Customer 942,Male,18-25,Australia,Regular
C0943,Customer 943,Male,18-25,Australia,Regular
C0944,Customer 944,Male,36-45,UK,New
C0945,Customer 945,Female,46+,Germany,Regular
C0946,Customer 946,Male,26-35,UAE,Premium
C0947,Customer 947,Male,36-45,USA,Regular
C0948,Customer 948,Male,18-25,UAE,Premium
C0949,Customer 949,Female,46+,Germany,Premium
C0950,Customer 950,Male,36-45,UK,Regular
C0951,Customer 951,Male,18-25,UK,New
C0952,Customer 952,Male,26-35,UK,Premium
C0953,Customer 953,Male,46+,Australia,New
C0954,Customer 954,Female,46+,UK,New
C0955,Customer 955,Female,36-45,Australia,Premium
C0956,Customer 956,Female,36-45,UK,Regular
C0957,Customer 957,Female,36-45,UAE,Regular
C0958,Customer 958,Male,46+,Germany,Premium
C0959,Customer 959,Male,26-35,USA,Regular
C0960,Customer 960,Female,18-25,Australia,Regular
C0961,Customer 961,Male,46+,UAE,Premium
C0962,Customer 962,Male,26-35,Germany,Regular
C0963,Customer 963,Male,36-45,UAE,Premium
C0964,Customer 964,Female,18-25,USA,Regular
C0965,Customer 965,Male,26-35,UK,Regular
C0966,Customer 966,Female,26-35,Germany,Premium
C0967,Customer 967,Male,46+,USA,Regular
C0968,Customer 968,Female,26-35,Germany,Regular
C0969,Customer 969,Male,26-35,UAE,Regular
C0970,Customer 970,Male,26-35,India,Premium
C0971,Customer 971,Male,36-45,India,Premium
C0972,Customer 972,Male,18-25,UAE,Premium
C0973,Customer 973,Male,46+,USA,Premium
C0974,Customer 974,Male,26-35,Australia,Regular
C0975,Customer 975,Male,46+,USA,Regular
C0976,Customer 976,Female,36-45,USA,Regular
C0977,Customer 977,Female,18-25,India,Regular
C0978,Customer 978,Female,26-35,Australia,Regular
C0979,Customer 979,Female,26-35,UAE,Regular
C0980,Customer 980,Male,26-35,USA,Premium
C0981,Customer 981,Male,46+,Australia,Premium
C0982,Customer 982,Male,36-45,Germany,Regular
C0983,Customer 983,Male,46+,India,Premium
C0984,Customer 984,Male,18-25,UAE,Regular
C0985,Customer 985,Male,36-45,Germany,Regular
C0986,Customer 986,Male,36-45,Germany,New
C0987,Customer 987,Male,26-35,USA,Regular
C0988,Customer 988,Female,36-45,UAE,New
C0989,Customer 989,Female,26-35,Australia,Regular
C0990,Customer 990,Male,26-35,USA,New
C0991,Customer 991,Male,36-45,USA,Regular
C0992,Customer 992,Female,46+,Germany,Regular
C0993,Customer 993,Female,26-35,Germany,Premium
C0994,Customer 994,Male,26-35,USA,Regular
C0995,Customer 995,Female,18-25,Germany,New
C0996,Customer 996,Female,36-45,UK,New
C0997,Customer 997,Female,26-35,Germany,Regular
C0998,Customer 998,Male,18-25,Australia,Premium
C0999,Customer 999,Female,46+,UAE,Regular
C1000,Customer 1000,Male,26-35,Australia,Regular
C1001,Customer 1001,Female,36-45,UAE,Regular
C1002,Customer 1002,Male,36-45,USA,Regular
C1003,Customer 1003,Female,26-35,UK,Regular
C1004,Customer 1004,Male,36-45,Germany,New
C1005,Customer 1005,Female,36-45,UAE,Regular
C1006,Customer 1006,Female,36-45,Australia,Premium
C1007,Customer 1007,Male,36-45,UK,Premium
C1008,Customer 1008,Female,18-25,UK,Regular
C1009,Customer 1009,Male,36-45,Australia,Premium
C1010,Customer 1010,Female,36-45,UK,Regular
C1011,Customer 1011,Male,46+,India,Premium
C1012,Customer 1012,Male,18-25,Australia,New
C1013,Customer 1013,Male,36-45,USA,Premium
C1014,Customer 1014,Female,36-45,India,New
C1015,Customer 1015,Male,26-35,UAE,Regular
C1016,Customer 1016,Male,26-35,Germany,Regular
C1017,Customer 1017,Male,46+,Australia,Premium
C1018,Customer 1018,Male,26-35,UAE,Regular
C1019,Customer 1019,Female,18-25,India,New
C1020,Customer 1020,Male,18-25,India,New
C1021,Customer 1021,Male,18-25,Germany,Regular
C1022,Customer 1022,Male,26-35,UAE,New
C1023,Customer 1023,Male,36-45,India,Regular
C1024,Customer 1024,Female,36-45,Germany,Premium
C1025,Customer 1025,Female,26-35,Germany,Regular
C1026,Customer 1026,Male,26-35,USA,Premium
C1027,Customer 1027,Female,18-25,Germany,Premium
C1028,Customer 1028,Male,46+,UAE,Regular
C1029,Customer 1029,Male,46+,Germany,Regular
C1030,Customer 1030,Female,46+,UAE,Premium
C1031,Customer 1031,Male,26-35,Germany,Premium
C1032,Customer 1032,Female,26-35,Australia,New
C1033,Customer 1033,Male,36-45,Germany,Regular
C1034,Customer 1034,Male,46+,Australia,Regular
C1035,Customer 1035,Female,46+,UAE,Regular
C1036,Customer 1036,Male,36-45,Germany,Premium
C1037,Customer 1037,Male,18-25,UAE,New
C1038,Customer 1038,Female,36-45,UAE,Regular
C1039,Customer 1039,Female,36-45,India,Regular
C1040,Customer 1040,Male,26-35,Germany,Regular
C1041,Customer 1041,Female,36-45,UAE,Regular
C1042,Customer 1042,Male,18-25,UAE,Regular
C1043,Customer 1043,Male,46+,UK,Regular
C1044,Customer 1044,Female,46+,Australia,Premium
C1045,Customer 1045,Male,46+,Australia,Premium
C1046,Customer 1046,Male,46+,Australia,Regular
C1047,Customer 1047,Male,36-45,UK,Regular
C1048,Customer 1048,Male,46+,UAE,Regular
C1049,Customer 1049,Female,46+,Australia,Regular
C1050,Customer 1050,Female,46+,India,Premium
C1051,Customer 1051,Male,36-45,India,New
C1052,Customer 1052,Male,36-45,Australia,Regular
C1053,Customer 1053,Male,36-45,UAE,Premium
C1054,Customer 1054,Female,18-25,India,New
C1055,Customer 1055,Male,26-35,Germany,New
C1056,Customer 1056,Male,36-45,UK,Regular
C1057,Customer 1057,Male,26-35,Australia,Premium
C1058,Customer 1058,Male,26-35,UAE,Premium
C1059,Customer 1059,Male,26-35,USA,Regular
C1060,Customer 1060,Male,36-45,UK,Regular
C1061,Customer 1061,Male,26-35,UAE,Premium
C1062,Customer 1062,Male,46+,UAE,Regular
C1063,Customer 1063,Female,26-35,India,Regular
C1064,Customer 1064,Female,36-45,Australia,Regular
C1065,Customer 1065,Female,26-35,Australia,New
C1066,Customer 1066,Male,36-45,USA,Regular
C1067,Customer 1067,Male,36-45,Germany,Regular
C1068,Customer 1068,Male,46+,Germany,Premium
C1069,Customer 1069,Female,36-45,India,Regular
C1070,Customer 1070,Female,26-35,UK,Regular
C1071,Customer 1071,Female,46+,India,Premium
C1072,Customer 1072,Male,46+,UAE,Premium
C1073,Customer 1073,Female,46+,UAE,Regular
C1074,Customer 1074,Female,18-25,UK,Regular
C1075,Customer 1075,Male,36-45,Germany,New
C1076,Customer 1076,Female,46+,Australia,Regular
C1077,Customer 1077,Male,36-45,USA,New
C1078,Customer 1078,Female,36-45,Australia,Regular
C1079,Customer 1079,Male,46+,India,New
C1080,Customer 1080,Male,26-35,UAE,New
C1081,Customer 1081,Male,26-35,Australia,Regular
C1082,Customer 1082,Female,18-25,USA,New
C1083,Customer 1083,Male,36-45,India,Regular
C1084,Customer 1084,Male,36-45,UK,Premium
C1085,Customer 1085,Male,46+,UK,Premium
C1086,Customer 1086,Male,18-25,UAE,Premium
C1087,Customer 1087,Male,26-35,India,New
C1088,Customer 1088,Male,36-45,UAE,New
C1089,Customer 1089,Female,46+,Germany,Premium
C1090,Customer 1090,Male,18-25,UAE,Premium
C1091,Customer 1091,Female,18-25,Australia,Premium
C1092,Customer 1092,Male,46+,UK,Premium
C1093,Customer 1093,Male,18-25,India,Premium
C1094,Customer 1094,Female,26-35,UK,Premium
C1095,Customer 1095,Male,36-45,UK,Regular
C1096,Customer 1096,Male,26-35,USA,Regular
C1097,Customer 1097,Male,18-25,USA,New
C1098,Customer 1098,Male,46+,Germany,Regular
C1099,Customer 1099,Male,18-25,USA,Regular
C1100,Customer 1100,Male,18-25,USA,Regular
C1101,Customer 1101,Female,26-35,India,Premium
C1102,Customer 1102,Female,46+,UK,Premium
C1103,Customer 1103,Male,26-35,Australia,Regular
C1104,Customer 1104,Male,46+,UAE,Premium
C1105,Customer 1105,Male,26-35,USA,New
C1106,Customer 1106,Male,36-45,India,New
C1107,Customer 1107,Male,46+,UK,Regular
C1108,Customer 1108,Female,26-35,Australia,New
C1109,Customer 1109,Female,46+,UK,New
C1110,Customer 1110,Male,46+,USA,Premium
C1111,Customer 1111,Female,18-25,Australia,Regular
C1112,Customer 1112,Male,18-25,UK,Regular
C1113,Customer 1113,Female,18-25,India,Regular
C1114,Customer 1114,Male,46+,USA,Regular
C1115,Customer 1115,Male,46+,UK,New
C1116,Customer 1116,Male,26-35,Germany,Regular
C1117,Customer 1117,Male,46+,India,New
C1118,Customer 1118,Male,36-45,UK,New
C1119,Customer 1119,Female,36-45,USA,Regular
C1120,Customer 1120,Female,46+,India,New
C1121,Customer 1121,Male,18-25,UAE,New
C1122,Customer 1122,Female,18-25,Germany,New
C1123,Customer 1123,Female,36-45,USA,Regular
C1124,Customer 1124,Female,46+,UK,New
C1125,Customer 1125,Female,26-35,USA,New
C1126,Customer 1126,Female,26-35,Australia,New
C1127,Customer 1127,Male,18-25,Australia,Regular
C1128,Customer 1128,Male,18-25,UK,Regular
C1129,Customer 1129,Male,36-45,UK,New
C1130,Customer 1130,Female,46+,Australia,New
C1131,Customer 1131,Male,46+,Germany,Premium
C1132,Customer 1132,Male,18-25,UAE,New
C1133,Customer 1133,Male,26-35,Australia,Regular
C1134,Customer 1134,Male,18-25,Germany,Premium
C1135,Customer 1135,Male,18-25,USA,New
C1136,Customer 1136,Female,18-25,UK,New
C1137,Customer 1137,Female,46+,Australia,Premium
C1138,Customer 1138,Male,36-45,UAE,Regular
C1139,Customer 1139,Female,26-35,UK,New
C1140,Customer 1140,Male,36-45,Australia,Regular
C1141,Customer 1141,Male,46+,Germany,Regular
C1142,Customer 1142,Male,18-25,UAE,Regular
C1143,Customer 1143,Male,46+,UK,Regular
C1144,Customer 1144,Male,46+,UAE,Regular
C1145,Customer 1145,Female,18-25,UK,Regular
C1146,Customer 1146,Male,46+,UK,Regular
C1147,Customer 1147,Female,36-45,India,Regular
C1148,Customer 1148,Male,26-35,Germany,Regular
C1149,Customer 1149,Female,36-45,Australia,Regular
C1150,Customer 1150,Male,36-45,UK,New
C1151,Customer 1151,Female,36-45,USA,Regular
C1152,Customer 1152,Female,18-25,Australia,Regular
C1153,Customer 1153,Male,46+,India,Regular
C1154,Customer 1154,Female,46+,India,Regular
C1155,Customer 1155,Female,46+,Germany,Regular
C1156,Customer 1156,Male,36-45,USA,Regular
C1157,Customer 1157,Male,26-35,UK,Premium
C1158,Customer 1158,Male,36-45,India,Regular
C1159,Customer 1159,Male,46+,Germany,Premium
C1160,Customer 1160,Female,18-25,India,New
C1161,Customer 1161,Female,46+,UAE,Premium
C1162,Customer 1162,Male,46+,Germany,Premium
C1163,Customer 1163,Male,36-45,India,New
C1164,Customer 1164,Female,26-35,Australia,Regular
C1165,Customer 1165,Male,26-35,India,New
C1166,Customer 1166,Male,36-45,India,Regular
C1167,Customer 1167,Male,26-35,Germany,New
C1168,Customer 1168,Female,18-25,India,Regular
C1169,Customer 1169,Male,46+,India,Regular
C1170,Customer 1170,Female,36-45,Germany,New
C1171,Customer 1171,Male,26-35,India,Premium
C1172,Customer 1172,Female,26-35,Australia,Regular
C1173,Customer 1173,Male,36-45,UAE,Premium
C1174,Customer 1174,Male,36-45,UK,New
C1175,Customer 1175,Female,46+,India,Regular
C1176,Customer 1176,Female,46+,USA,New
