Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Discount_%,Revenue,Profit
O00839,2024-11-01,C2648,P172,S036,4,103.2,0,412.8,111.12
O00840,2024-09-21,C2368,P083,S021,3,178.8,15,455.94,116.87
O00841,2024-08-11,C1582,P004,S033,2,81.0,10,145.8,50.15
O00842,2025-10-31,C0649,P034,S018,5,43.0,0,215.0,69.47
O00843,2024-03-05,C2012,P035,S027,5,86.0,10,387.0,115.03
O00844,2024-09-27,C1697,P144,S020,5,442.8,5,2103.3,946.49
O00845,2024-02-28,C0775,P088,S022,4,170.0,10,612.0,123.31
O00846,2025-10-22,C1402,P033,S007,4,116.0,10,417.6,125.38
O00847,2025-11-28,C2811,P139,S024,2,112.0,5,212.8,50.03
O00848,2025-10-18,C2983,P129,S015,3,51.0,5,145.35,27.63
O00849,2025-11-21,C2006,P006,S001,5,127.0,0,635.0,193.5
O00850,2025-12-22,C2666,P161,S016,4,44.0,20,140.8,37.92
O00851,2025-10-15,C1380,P035,S005,2,86.0,0,172.0,36.91
O00852,2025-04-28,C0509,P081,S020,4,138.0,5,524.4,106.43
O00853,2025-10-07,C1661,P145,S017,1,140.0,10,126.0,43.15
O00854,2025-09-23,C1547,P173,S009,3,98.0,5,279.3,94.15
O00855,2024-11-12,C0084,P085,S033,1,134.0,20,107.2,22.59
O00856,2024-12-15,C2002,P080,S036,4,55.2,15,187.68,43.6
O00857,2025-01-04,C0812,P169,S033,3,46.0,5,131.1,24.39
O00858,2024-08-12,C0496,P064,S035,5,73.0,5,346.75,85.32
O00859,2024-12-12,C1737,P033,S003,4,116.0,15,394.4,97.9
O00860,2025-07-21,C2917,P084,S027,3,105.6,15,269.28,57.55
O00861,2024-05-01,C1992,P129,S012,2,51.0,10,91.8,19.49
O00862,2024-06-19,C0404,P071,S004,4,123.0,20,393.6,119.52
O00863,2025-06-22,C0750,P172,S031,4,86.0,10,309.6,98.29
O00864,2025-04-15,C2106,P114,S006,2,165.0,10,297.0,80.95
O00865,2024-04-07,C2937,P124,S024,1,45.0,10,40.5,10.71
O00866,2025-01-03,C2977,P152,S012,3,71.0,10,191.7,42.95
O00867,2025-06-30,C0316,P014,S025,4,57.0,15,193.8,43.47
O00868,2025-01-07,C2173,P135,S004,3,127.0,15,323.85,102.71
O00869,2024-02-19,C0519,P112,S035,5,136.0,15,578.0,187.24
O00870,2024-03-20,C2258,P012,S025,5,465.6,15,1978.8,890.46
O00871,2025-03-02,C1084,P083,S036,1,149.0,5,141.55,43.36
O00872,2025-10-20,C1193,P020,S033,1,96.0,15,81.6,17.86
O00873,2024-01-12,C0280,P065,S018,2,67.0,5,127.3,23.02
O00874,2025-11-22,C0010,P110,S022,5,81.0,15,344.25,62.94
O00875,2024-07-13,C1704,P034,S007,3,51.6,15,131.58,43.89
O00876,2024-09-21,C1724,P163,S029,4,91.2,5,346.56,72.63
O00877,2025-04-27,C1240,P135,S006,1,152.4,0,152.4,36.42
O00878,2024-01-13,C1076,P033,S013,3,116.0,15,295.8,65.83
O00879,2025-03-15,C2774,P096,S035,4,107.0,0,428.0,126.11
O00880,2024-11-27,C1715,P130,S001,1,69.0,15,58.65,12.97
O00881,2025-12-05,C2114,P083,S017,4,149.0,0,596.0,193.56
O00882,2024-02-25,C0990,P095,S036,3,85.0,10,229.5,42.1
O00883,2024-09-26,C0525,P027,S022,5,55.2,0,276.0,51.92
O00884,2024-04-10,C1434,P171,S002,5,95.0,5,451.25,151.03
O00885,2025-04-10,C1927,P129,S006,1,51.0,20,40.8,10.92
O00886,2025-08-16,C0085,P026,S027,3,60.0,0,180.0,35.7
O00887,2024-12-02,C2121,P048,S031,5,536.0,15,2278.0,1025.1
O00888,2025-02-18,C0434,P084,S019,4,88.0,20,281.6,50.99
O00889,2025-03-28,C2225,P021,S030,1,70.0,20,56.0,10.36
O00890,2024-11-24,C0821,P135,S036,2,127.0,0,254.0,52.43
O00891,2025-07-28,C0847,P090,S028,2,251.0,15,426.7,192.02
O00892,2025-04-16,C2552,P041,S004,4,134.4,0,537.6,103.47
O00893,2024-04-12,C0756,P090,S015,2,301.2,0,602.4,271.08
O00894,2024-06-23,C0996,P027,S021,2,46.0,5,87.4,18.98
O00895,2024-08-30,C2735,P030,S009,4,181.2,15,616.08,207.78
O00896,2024-07-15,C2259,P128,S026,2,570.0,5,1083.0,487.35
O00897,2024-06-23,C0372,P007,S011,1,64.0,5,60.8,13.75
O00898,2024-03-12,C2912,P169,S012,5,46.0,20,184.0,44.6
O00899,2024-11-22,C0904,P102,S019,4,146.0,5,554.8,183.58
O00900,2024-07-25,C1880,P036,S033,1,60.0,10,54.0,16.13
O00901,2024-08-20,C2096,P125,S030,5,37.0,5,175.75,38.81
O00902,2025-03-07,C0861,P154,S001,4,157.2,20,503.04,106.14
O00903,2024-08-05,C1239,P017,S008,3,204.0,15,520.2,100.27
O00904,2025-11-11,C1627,P023,S023,4,302.0,10,1087.2,489.24
O00905,2025-01-18,C0252,P105,S016,5,81.0,10,364.5,70.86
O00906,2024-03-30,C0971,P039,S023,3,586.0,20,1406.4,632.88
O00907,2024-08-03,C2287,P084,S009,3,105.6,5,300.96,70.23
O00908,2024-09-03,C2287,P007,S033,3,64.0,5,182.4,45.82
O00909,2024-05-03,C0311,P117,S005,1,42.0,20,33.6,8.9
O00910,2024-06-22,C2608,P055,S021,4,84.0,20,268.8,88.96
O00911,2025-03-03,C2234,P146,S022,1,87.0,5,82.65,22.97
O00912,2025-07-03,C0743,P133,S026,3,201.6,20,483.84,144.01
O00913,2025-04-15,C2544,P009,S020,3,96.0,5,273.6,92.26
O00914,2024-10-14,C1231,P125,S014,4,44.4,10,159.84,55.62
O00915,2024-08-06,C1144,P032,S001,1,156.0,5,148.2,50.42
O00916,2025-02-06,C2958,P172,S031,4,86.0,0,344.0,78.95
O00917,2024-01-18,C1171,P081,S016,4,138.0,15,469.2,86.63
O00918,2024-04-23,C1722,P160,S009,3,85.2,20,204.48,60.59
O00919,2024-08-15,C0721,P134,S002,2,121.0,10,217.8,44.49
O00920,2025-07-23,C0896,P079,S003,5,83.0,20,332.0,83.81
O00921,2025-02-19,C1763,P091,S035,5,463.0,15,1967.75,885.49
O00922,2024-11-27,C0505,P180,S033,2,43.0,10,77.4,26.65
O00923,2024-01-21,C2301,P097,S013,1,73.2,15,62.22,18.68
O00924,2024-06-17,C1989,P138,S008,4,485.0,15,1649.0,742.05
O00925,2024-07-19,C2491,P131,S028,1,73.0,15,62.05,20.83
O00926,2024-06-22,C2694,P162,S012,5,160.0,10,720.0,195.48
O00927,2024-06-06,C2121,P171,S035,4,95.0,10,342.0,112.41
O00928,2024-02-01,C2724,P026,S032,1,60.0,5,57.0,14.17
O00929,2025-10-23,C0665,P098,S016,5,101.0,0,505.0,153.2
O00930,2024-01-17,C2643,P035,S034,2,86.0,5,163.4,34.76
O00931,2025-02-03,C1897,P050,S021,3,90.0,15,229.5,73.02
O00932,2024-07-15,C0444,P166,S018,4,304.0,20,972.8,437.76
O00933,2024-06-21,C1095,P067,S011,2,135.0,20,216.0,53.86
O00934,2024-07-08,C0926,P122,S018,3,62.4,20,149.76,27.28
O00935,2024-05-01,C2155,P043,S019,2,63.0,5,119.7,31.56
O00936,2025-07-12,C0730,P019,S029,1,108.0,20,86.4,19.96
O00937,2024-04-29,C1448,P161,S009,3,44.0,15,112.2,32.99
O00938,2025-05-21,C1908,P155,S029,2,532.0,20,851.2,383.04
O00939,2024-04-08,C0282,P033,S036,3,116.0,0,348.0,109.53
O00940,2025-02-01,C1181,P111,S033,4,74.0,15,251.6,47.26
O00941,2024-01-08,C0259,P033,S018,2,116.0,15,197.2,41.46
O00942,2024-02-19,C2477,P149,S025,1,130.0,5,123.5,43.02
O00943,2025-11-19,C0143,P148,S035,3,193.2,0,579.6,153.17
O00944,2025-03-18,C1892,P025,S017,3,73.0,15,186.15,55.35
O00945,2025-07-09,C0764,P001,S001,5,79.0,5,375.25,104.26
O00946,2025-02-05,C1418,P064,S026,5,73.0,15,310.25,85.43
O00947,2024-03-21,C1913,P165,S009,2,139.0,10,250.2,62.0
O00948,2025-02-14,C0311,P063,S017,2,134.4,15,228.48,72.21
O00949,2025-08-31,C0677,P177,S014,4,126.0,20,403.2,134.74
O00950,2025-03-21,C1760,P065,S016,3,67.0,20,160.8,54.37
O00951,2024-04-12,C0042,P037,S024,5,129.0,20,516.0,151.68
O00952,2025-05-14,C0387,P092,S002,4,111.0,15,377.4,126.62
O00953,2025-03-17,C1852,P098,S036,3,101.0,10,272.7,78.09
O00954,2024-11-22,C0615,P106,S003,2,64.8,15,110.16,36.66
O00955,2024-11-23,C1136,P039,S023,3,703.2,10,1898.64,854.39
O00956,2024-08-08,C2803,P129,S007,3,51.0,5,145.35,35.23
O00957,2024-08-27,C1207,P180,S021,4,43.0,10,154.8,29.92
O00958,2025-02-12,C2928,P162,S007,3,192.0,20,460.8,105.17
O00959,2025-01-20,C0768,P156,S015,2,67.0,5,127.3,37.92
O00960,2025-11-11,C1392,P089,S021,5,84.0,0,420.0,138.15
O00961,2024-10-18,C2146,P137,S003,1,36.0,20,28.8,7.36
O00962,2024-09-16,C0461,P050,S034,4,108.0,5,410.4,127.18
O00963,2024-08-23,C2277,P010,S011,1,46.8,0,46.8,13.7
O00964,2024-12-19,C2136,P104,S033,3,38.0,0,114.0,37.13
O00965,2025-04-23,C2622,P017,S023,2,170.0,10,306.0,84.35
O00966,2025-01-04,C0920,P054,S031,2,126.0,5,239.4,69.3
O00967,2024-11-24,C1156,P105,S017,2,81.0,5,153.9,37.9
O00968,2024-11-23,C1743,P027,S006,2,46.0,20,73.6,18.86
O00969,2025-07-28,C0522,P002,S020,4,74.0,15,251.6,60.8
O00970,2024-05-30,C2247,P123,S004,2,74.0,10,133.2,25.59
O00971,2025-10-23,C2528,P149,S034,5,156.0,10,702.0,157.58
O00972,2024-02-29,C0827,P008,S010,2,342.0,5,649.8,292.41
O00973,2024-03-05,C2571,P109,S011,2,200.4,0,400.8,83.18
O00974,2025-03-15,C1940,P006,S033,3,127.0,10,342.9,73.1
O00975,2024-11-17,C1547,P103,S028,4,77.0,10,277.2,58.96
O00976,2025-02-07,C2523,P137,S029,2,36.0,15,61.2,14.64
O00977,2024-06-14,C1693,P154,S022,3,131.0,10,353.7,109.46
O00978,2024-05-02,C0476,P097,S026,3,61.0,20,146.4,45.61
O00979,2025-08-10,C0743,P110,S022,4,81.0,10,291.6,96.07
O00980,2025-09-20,C0568,P016,S003,4,60.0,5,228.0,72.32
O00981,2025-07-10,C0971,P057,S032,2,101.0,0,202.0,52.89
O00982,2025-01-20,C2115,P177,S013,2,151.2,20,241.92,49.06
O00983,2025-03-08,C0700,P169,S017,2,46.0,20,73.6,24.62
O00984,2025-10-29,C1428,P017,S019,1,170.0,15,144.5,43.14
O00985,2024-10-31,C1194,P095,S034,1,85.0,20,68.0,12.57
O00986,2025-09-16,C0045,P170,S013,5,48.0,0,240.0,73.32
O00987,2025-05-08,C0594,P057,S034,5,101.0,15,429.25,101.95
O00988,2025-11-02,C1156,P144,S012,1,369.0,5,350.55,157.75
O00989,2024-06-19,C2697,P150,S016,1,90.0,5,85.5,29.46
O00990,2024-03-17,C1035,P050,S029,5,90.0,10,405.0,90.49
O00991,2025-02-06,C1868,P011,S003,4,66.0,10,237.6,57.51
O00992,2024-10-12,C1183,P027,S023,1,46.0,15,39.1,13.47
O00993,2025-04-26,C1637,P148,S027,3,161.0,10,434.7,85.09
O00994,2025-10-25,C2445,P119,S009,3,305.0,10,823.5,370.58
O00995,2024-08-08,C2211,P066,S028,2,126.0,10,226.8,70.39
O00996,2025-11-10,C2345,P012,S013,3,388.0,15,989.4,445.23
O00997,2024-07-17,C1156,P070,S034,5,109.2,5,518.7,141.35
O00998,2024-08-17,C0899,P051,S002,1,129.0,5,122.55,24.9
O00999,2025-08-20,C2926,P168,S034,1,65.0,10,58.5,18.72
O01000,2025-09-03,C2820,P016,S018,1,60.0,10,54.0,12.06
O01001,2025-12-20,C2359,P053,S027,4,57.0,10,205.2,40.82
O01002,2025-12-04,C1001,P053,S031,5,57.0,10,256.5,81.38
O01003,2024-02-13,C2456,P149,S019,3,130.0,20,312.0,88.93
O01004,2024-09-01,C1010,P053,S030,5,57.0,20,228.0,44.07
O01005,2025-10-09,C2149,P004,S006,1,97.2,20,77.76,22.96
O01006,2024-09-14,C1163,P044,S001,2,84.0,5,159.6,54.8
O01007,2025-03-21,C0257,P099,S034,2,121.0,10,217.8,63.98
O01008,2025-05-06,C0048,P009,S011,4,96.0,10,345.6,79.85
O01009,2025-03-31,C0731,P087,S024,3,387.0,0,1161.0,522.45
O01010,2024-04-09,C1246,P029,S032,2,126.0,0,252.0,56.66
O01011,2024-01-13,C2787,P027,S021,2,46.0,5,87.4,23.39
O01012,2025-03-21,C2385,P088,S034,2,170.0,0,340.0,96.74
O01013,2025-08-23,C2171,P066,S016,2,126.0,20,201.6,38.13
O01014,2024-12-30,C0958,P129,S024,3,51.0,5,145.35,30.82
O01015,2024-10-08,C0095,P094,S034,1,58.0,10,52.2,16.62
O01016,2025-04-19,C1719,P109,S017,3,167.0,10,450.9,115.36
O01017,2025-08-08,C2202,P123,S021,2,74.0,10,133.2,43.09
O01018,2024-10-15,C0696,P016,S023,3,72.0,5,205.2,67.94
O01019,2024-01-23,C2526,P126,S025,4,62.0,5,235.6,63.61
O01020,2024-08-28,C0401,P162,S029,4,160.0,15,544.0,109.07
O01021,2025-11-01,C1231,P047,S032,1,89.0,10,80.1,27.18
O01022,2024-11-11,C1681,P174,S026,3,93.0,10,251.1,75.35
O01023,2024-12-19,C2127,P139,S021,1,112.0,5,106.4,23.26
O01024,2025-12-25,C0338,P139,S027,3,112.0,5,319.2,75.61
O01025,2025-05-05,C0075,P042,S027,3,92.4,20,221.76,43.38
O01026,2025-11-19,C1600,P068,S036,4,68.0,20,217.6,48.1
O01027,2024-09-21,C1327,P114,S033,5,165.0,5,783.75,235.24
O01028,2024-03-18,C2284,P033,S002,1,116.0,5,110.2,33.03
O01029,2024-02-18,C0989,P010,S012,4,39.0,0,156.0,47.68
O01030,2025-05-15,C0870,P034,S004,2,43.0,5,81.7,25.55
O01031,2024-11-04,C2792,P150,S005,2,75.0,10,135.0,42.53
O01032,2025-09-17,C0600,P159,S013,4,75.0,10,270.0,66.34
O01033,2025-03-08,C2146,P058,S022,3,74.4,0,223.2,48.87
O01034,2024-12-03,C1996,P021,S029,5,84.0,20,336.0,91.81
O01035,2024-12-27,C2044,P108,S028,5,69.6,15,295.8,71.76
O01036,2024-05-23,C1580,P048,S003,4,536.0,5,2036.8,916.56
O01037,2024-12-03,C1448,P159,S024,2,75.0,20,120.0,37.17
O01038,2025-06-16,C1554,P039,S023,2,586.0,20,937.6,421.92
O01039,2024-04-16,C1848,P022,S007,2,42.0,15,71.4,16.02
O01040,2025-04-12,C2596,P083,S017,1,149.0,20,119.2,26.09
O01041,2025-11-17,C0109,P026,S028,1,72.0,20,57.6,14.1
O01042,2024-04-15,C0736,P165,S030,1,139.0,10,125.1,37.21
O01043,2025-04-17,C0734,P120,S035,4,156.0,10,561.6,140.58
O01044,2025-04-22,C2699,P049,S016,2,120.0,10,216.0,47.85
O01045,2025-04-05,C2020,P055,S036,4,84.0,5,319.2,93.17
O01046,2025-09-23,C2101,P073,S028,4,82.0,0,328.0,113.05
O01047,2025-10-25,C2024,P050,S012,2,90.0,15,153.0,33.55
O01048,2025-08-04,C0768,P002,S004,5,74.0,10,333.0,114.33
O01049,2025-04-18,C0012,P134,S034,1,121.0,15,102.85,28.67
O01050,2024-01-30,C2200,P091,S022,3,463.0,0,1389.0,625.05
O01051,2025-02-02,C0616,P175,S035,1,80.0,10,72.0,23.77
O01052,2025-10-28,C0498,P098,S029,5,101.0,15,429.25,126.7
O01053,2025-08-26,C2609,P168,S016,1,65.0,5,61.75,18.74
O01054,2024-07-27,C2865,P105,S008,3,81.0,20,194.4,64.49
O01055,2025-09-12,C2960,P018,S018,3,44.0,0,132.0,26.12
O01056,2025-02-14,C2189,P122,S001,2,52.0,10,93.6,19.46
O01057,2024-12-01,C0159,P059,S017,1,34.0,15,28.9,7.12
O01058,2024-03-19,C0184,P096,S006,5,107.0,5,508.25,151.98
O01059,2025-03-21,C1547,P141,S019,1,154.0,5,146.3,45.24
O01060,2024-01-21,C0012,P014,S036,3,57.0,0,171.0,48.97
O01061,2025-07-09,C0753,P091,S015,5,463.0,10,2083.5,937.58
O01062,2024-09-16,C1645,P034,S011,3,51.6,5,147.06,33.23
O01063,2024-07-30,C0136,P096,S034,3,107.0,0,321.0,64.81
O01064,2025-02-05,C2201,P123,S001,3,74.0,20,177.6,38.65
O01065,2024-08-18,C1867,P084,S030,1,105.6,5,100.32,26.07
O01066,2024-05-04,C1676,P130,S005,5,69.0,15,293.25,99.2
O01067,2024-03-17,C0552,P144,S002,3,369.0,0,1107.0,498.15
O01068,2024-03-26,C2217,P056,S010,5,47.0,15,199.75,43.99
O01069,2025-01-21,C2674,P044,S006,5,84.0,5,399.0,101.66
O01070,2024-10-20,C2711,P168,S013,4,65.0,20,208.0,47.67
O01071,2024-01-28,C0130,P062,S024,4,112.0,0,448.0,129.14
O01072,2025-07-19,C0550,P164,S019,3,158.4,20,380.16,107.59
O01073,2025-09-16,C2528,P129,S035,2,51.0,10,91.8,19.31
O01074,2024-08-05,C2426,P124,S005,2,45.0,15,76.5,15.56
O01075,2024-12-16,C2760,P030,S036,3,151.0,15,385.05,112.79
O01076,2024-09-01,C2426,P059,S027,3,34.0,15,86.7,22.1
O01077,2024-06-14,C0379,P150,S035,3,90.0,10,243.0,69.57
O01078,2024-05-29,C1342,P139,S004,4,112.0,20,358.4,106.18
O01079,2025-11-18,C2273,P039,S005,1,703.2,10,632.88,284.8
O01080,2024-11-25,C2061,P104,S006,1,38.0,20,30.4,10.38
O01081,2024-05-23,C1338,P162,S028,3,160.0,0,480.0,166.91
O01082,2024-06-12,C2562,P071,S007,1,123.0,20,98.4,21.92
O01083,2025-12-14,C0009,P173,S033,1,98.0,15,83.3,23.83
O01084,2024-04-11,C0817,P113,S010,4,91.0,20,291.2,93.08
O01085,2024-09-05,C1762,P021,S023,3,70.0,5,199.5,61.7
O01086,2024-02-12,C2538,P050,S003,3,90.0,5,256.5,62.16
O01087,2025-01-04,C2894,P035,S025,3,86.0,0,258.0,62.19
O01088,2025-08-05,C0009,P105,S033,3,81.0,15,206.55,45.64
O01089,2025-10-05,C0811,P059,S017,3,34.0,10,91.8,31.7
O01090,2025-10-21,C0587,P148,S033,4,193.2,20,618.24,188.03
O01091,2024-05-18,C2462,P149,S032,4,130.0,20,416.0,86.36
O01092,2025-02-22,C1797,P009,S010,2,96.0,0,192.0,53.74
O01093,2025-11-27,C0744,P155,S028,4,532.0,0,2128.0,957.6
O01094,2024-01-02,C2928,P142,S035,4,62.0,10,223.2,74.95
O01095,2025-04-01,C1149,P082,S026,3,346.8,15,884.34,397.95
O01096,2025-07-25,C1994,P078,S028,5,75.0,20,300.0,99.06
O01097,2025-09-03,C1445,P016,S024,1,60.0,20,48.0,14.2
O01098,2025-12-19,C0712,P056,S013,1,47.0,10,42.3,12.56
O01099,2025-04-01,C2919,P171,S013,5,95.0,0,475.0,141.02
O01100,2024-06-20,C1124,P145,S020,5,140.0,5,665.0,230.89
O01101,2025-12-11,C2177,P141,S032,4,154.0,5,585.2,132.49
O01102,2025-09-04,C2904,P031,S014,3,100.0,20,240.0,80.83
O01103,2024-12-20,C2046,P035,S006,1,86.0,20,68.8,12.67
O01104,2024-10-19,C2171,P151,S036,5,139.2,20,556.8,177.25
O01105,2025-02-03,C1064,P164,S002,5,132.0,0,660.0,128.38
O01106,2025-07-30,C2676,P105,S029,1,81.0,5,76.95,18.8
O01107,2025-06-14,C2623,P028,S021,2,98.0,10,176.4,48.02
O01108,2024-04-26,C1888,P007,S030,1,64.0,10,57.6,11.35
O01109,2025-02-16,C2613,P099,S023,4,121.0,0,484.0,129.91
O01110,2025-12-24,C0278,P093,S023,1,46.0,20,36.8,11.0
O01111,2025-03-06,C1087,P023,S017,1,362.4,20,289.92,130.46
O01112,2025-12-07,C0559,P091,S024,5,463.0,5,2199.25,989.66
O01113,2025-02-22,C0224,P115,S004,5,50.0,15,212.5,52.16
O01114,2024-06-17,C0643,P151,S007,4,116.0,0,464.0,116.65
O01115,2025-01-06,C1766,P146,S033,1,87.0,15,73.95,21.95
O01116,2025-11-02,C0477,P065,S010,4,80.4,20,257.28,81.73
O01117,2024-03-11,C2072,P148,S036,4,161.0,20,515.2,111.97
O01118,2024-09-12,C1166,P064,S004,2,73.0,20,116.8,34.47
O01119,2024-12-13,C0495,P013,S036,4,66.0,0,264.0,91.33
O01120,2025-09-22,C1269,P039,S011,2,586.0,15,996.2,448.29
O01121,2025-02-06,C0181,P001,S011,5,94.8,10,426.6,133.36
O01122,2025-02-14,C2829,P141,S032,3,154.0,20,369.6,66.81
O01123,2024-02-10,C2864,P061,S027,3,61.0,5,173.85,56.89
O01124,2025-08-29,C0120,P065,S002,3,67.0,5,190.95,40.12
O01125,2024-06-24,C0506,P027,S036,2,46.0,5,87.4,18.78
O01126,2025-08-17,C1289,P082,S035,1,289.0,0,289.0,130.05
O01127,2025-01-14,C2632,P068,S029,3,68.0,5,193.8,43.13
O01128,2025-06-29,C2212,P015,S015,4,38.0,20,121.6,23.63
O01129,2025-11-02,C1537,P171,S032,3,95.0,20,228.0,76.1
O01130,2025-07-30,C2345,P160,S005,3,71.0,0,213.0,50.87
O01131,2025-03-07,C2619,P167,S016,1,134.0,0,134.0,32.2
O01132,2025-12-30,C1413,P030,S024,5,151.0,20,604.0,209.13
O01133,2025-03-13,C1887,P073,S020,3,82.0,5,233.7,81.65
O01134,2025-06-10,C1097,P080,S023,1,46.0,0,46.0,15.94
O01135,2024-08-27,C2745,P108,S032,1,58.0,20,46.4,15.25
O01136,2024-11-10,C1863,P110,S012,4,81.0,15,275.4,82.47
O01137,2024-01-31,C2863,P158,S007,3,596.4,20,1431.36,644.11
O01138,2024-04-25,C0972,P130,S004,3,69.0,0,207.0,68.36
O01139,2025-04-27,C2439,P046,S030,3,139.0,20,333.6,92.08
O01140,2025-05-01,C2518,P118,S013,2,58.8,0,117.6,30.29
O01141,2025-09-17,C0200,P152,S035,2,85.2,0,170.4,48.12
O01142,2024-07-10,C0417,P141,S027,2,184.8,0,369.6,85.87
O01143,2025-05-20,C0781,P069,S011,1,112.8,10,101.52,27.12
O01144,2025-04-12,C1981,P155,S018,4,532.0,15,1808.8,813.96
O01145,2024-07-12,C2294,P074,S030,4,159.0,15,540.6,112.14
O01146,2025-02-06,C1558,P102,S018,2,146.0,5,277.4,85.38
O01147,2024-05-04,C2291,P012,S012,2,388.0,5,737.2,331.74
O01148,2025-06-15,C1831,P054,S017,5,126.0,0,630.0,186.06
O01149,2024-09-13,C0346,P055,S031,2,84.0,5,159.6,50.28
O01150,2025-10-18,C1181,P035,S009,4,86.0,10,309.6,71.64
O01151,2024-08-05,C2935,P140,S010,4,102.0,5,387.6,77.5
O01152,2025-09-25,C1212,P060,S019,2,387.0,15,657.9,296.06
O01153,2024-09-11,C0661,P098,S002,3,101.0,20,242.4,78.44
O01154,2025-10-25,C2950,P158,S009,2,497.0,10,894.6,402.57
O01155,2024-01-15,C1746,P107,S012,5,82.0,10,369.0,113.5
O01156,2025-03-24,C2502,P141,S033,3,154.0,20,369.6,96.25
O01157,2024-01-07,C2761,P012,S030,3,465.6,10,1257.12,565.7
O01158,2024-03-18,C0359,P060,S036,4,387.0,15,1315.8,592.11
O01159,2025-03-10,C2125,P024,S031,2,106.8,15,181.56,38.39
O01160,2024-08-01,C1683,P045,S012,1,51.0,0,51.0,10.37
O01161,2025-03-19,C1760,P097,S012,3,73.2,20,175.68,51.9
O01162,2024-01-27,C1245,P121,S010,5,71.0,10,319.5,89.3
O01163,2024-08-30,C1669,P124,S020,3,45.0,15,114.75,35.27
O01164,2025-08-13,C1838,P001,S033,5,79.0,5,375.25,117.84
O01165,2024-10-18,C0905,P146,S034,2,87.0,0,174.0,39.01
O01166,2024-03-14,C1151,P145,S029,3,140.0,5,399.0,82.9
O01167,2025-02-27,C1026,P084,S005,3,88.0,20,211.2,50.4
O01168,2025-09-05,C0498,P146,S017,3,104.4,0,313.2,76.89
O01169,2024-07-10,C1298,P104,S017,4,45.6,15,155.04,49.95
O01170,2025-03-18,C1913,P026,S009,3,60.0,15,153.0,37.47
O01171,2024-09-19,C0677,P165,S010,4,139.0,15,472.6,120.15
O01172,2024-10-27,C1882,P098,S030,2,101.0,10,181.8,32.73
O01173,2025-01-19,C0112,P101,S005,2,480.0,0,960.0,432.0
O01174,2025-12-06,C0258,P114,S006,3,198.0,5,564.3,110.99
O01175,2025-12-20,C1001,P137,S014,2,36.0,0,72.0,15.45
O01176,2024-06-14,C2870,P077,S008,5,187.2,10,842.4,283.44
O01177,2025-12-17,C0605,P002,S013,5,74.0,15,314.5,72.15
O01178,2025-01-19,C2265,P063,S005,1,134.4,0,134.4,32.4
O01179,2025-07-30,C1211,P174,S006,4,93.0,15,316.2,106.55
O01180,2025-08-13,C0867,P043,S020,4,63.0,5,239.4,77.73
O01181,2025-05-17,C1474,P079,S028,2,83.0,0,166.0,33.81
O01182,2024-07-15,C2345,P177,S022,1,126.0,0,126.0,42.06
O01183,2025-05-27,C1441,P180,S018,5,43.0,5,204.25,63.65
O01184,2024-05-27,C2358,P177,S025,1,126.0,10,113.4,31.77
O01185,2024-10-25,C2385,P024,S008,4,89.0,15,302.6,82.44
O01186,2024-12-02,C0602,P153,S019,5,115.2,20,460.8,131.86
O01187,2025-08-30,C1569,P156,S022,4,80.4,5,305.52,63.53
O01188,2024-05-18,C0797,P141,S009,2,154.0,15,261.8,50.06
O01189,2025-06-20,C1601,P131,S031,5,73.0,15,310.25,75.22
O01190,2024-12-25,C0218,P083,S026,5,149.0,10,670.5,133.74
O01191,2024-12-24,C0139,P100,S015,1,288.0,10,259.2,116.64
O01192,2024-08-01,C2746,P134,S025,1,121.0,5,114.95,40.18
O01193,2024-08-06,C2162,P137,S013,1,36.0,0,36.0,6.63
O01194,2025-06-30,C2795,P164,S003,3,132.0,10,356.4,106.83
O01195,2024-07-04,C1966,P160,S002,3,71.0,10,191.7,35.41
O01196,2024-06-13,C2471,P137,S027,1,43.2,20,34.56,10.35
O01197,2024-02-18,C1573,P069,S019,1,94.0,15,79.9,15.82
O01198,2025-12-21,C2096,P172,S012,5,103.2,20,412.8,137.0
O01199,2024-08-05,C2592,P120,S025,2,156.0,5,296.4,90.7
O01200,2025-07-17,C2046,P048,S024,2,643.2,0,1286.4,578.88
O01201,2025-07-24,C1107,P039,S005,1,586.0,15,498.1,224.14
O01202,2025-02-14,C2008,P143,S030,2,36.0,15,61.2,18.52
O01203,2024-09-09,C1452,P121,S031,4,71.0,10,255.6,61.99
O01204,2025-04-17,C2366,P018,S004,5,52.8,5,250.8,64.43
O01205,2025-05-16,C1969,P078,S020,5,75.0,10,337.5,94.42
O01206,2024-10-15,C2466,P086,S012,5,60.0,15,255.0,58.86
O01207,2024-11-08,C1190,P067,S030,4,135.0,0,540.0,157.9
O01208,2025-09-22,C1321,P035,S007,3,103.2,20,247.68,46.71
O01209,2024-09-05,C2051,P175,S009,4,80.0,10,288.0,97.61
O01210,2024-12-10,C2580,P029,S033,3,126.0,20,302.4,60.05
O01211,2025-11-07,C2142,P148,S011,4,193.2,5,734.16,241.82
O01212,2025-10-02,C0529,P152,S020,3,71.0,20,170.4,43.19
O01213,2025-10-18,C0612,P092,S022,4,111.0,0,444.0,142.2
O01214,2024-10-21,C0373,P163,S014,5,76.0,5,361.0,108.74
